
選舉年,市縣別,鄉鎮市,村里別,姓      名,職稱,性別,黨籍,村里辦公處(服務處)地址,辦公電話,電子信箱,學    歷,簡     歷,所轄鄰數,布落格,連結網頁
107年度村里長選舉,嘉義縣,布袋鎮,光復里,蔡　重慶,里長,男,,(625)嘉義縣布袋鎮光復里自由路6號,05-3475829,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,見龍里,黃　清基,里長,男,,(625)嘉義縣布袋鎮見龍里內田2號之4,05-3474787,,高中職以下,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,新厝里,蕭　明展,里長,男,,(625)嘉義縣布袋鎮新厝里新厝仔300號之1,05-3475813,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,龍江里,蕭　吳王珠,里長,女,,(625)嘉義縣布袋鎮龍江里新厝仔300號之1,05-3475813,,高中職以下,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,新岑里,蔡　裕閔,里長,男,,(625)嘉義縣布袋鎮西安里過溝廈厝30號之22,05-3452164,,大學,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,新民里,蔡　承佑,里長,男,,(625)嘉義縣布袋鎮中安里過溝廈厝30號之21,05-3452164,,大學,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,復興里,蘇　清鴻,里長,男,,(625)嘉義縣布袋鎮東安里過溝廈厝30號之21,05-3452164,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,好美里,秦　銘發,里長,男,,(625)嘉義縣布袋鎮樹林里下庄仔64號,05-3452308,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,永安里,邱　元宏,里長,男,,(625)嘉義縣布袋鎮貴舍里貴舍72號,05-3451302,,高中職以下,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,東港里,林　榮泰,里長,男,,(625)嘉義縣布袋鎮永安里大寮242號,05-3475817,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,江山里,翁　振家,里長,男,,(625)嘉義縣布袋鎮東港里埔仔厝101號之1,05-3474803,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,菜舖里,莊　啓佑,里長,男,,(625)嘉義縣布袋鎮江山里崩山38號之1,05-3475795,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,考試里,陳　泰和,里長,男,,(625)嘉義縣布袋鎮菜舖里菜舖廍24號之1,05-3420065,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,振寮里,莊　貴翔,里長,男,,(625)嘉義縣布袋鎮考試里鹿寮仔23號之1,05-3470169,,高中職,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,西安里,陳　福地,里長,男,,(625)嘉義縣布袋鎮振寮里後壁寮102號之1,05-3475803,,高中職以下,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,東安里,陳　兩傳,里長,男,,(625)嘉義縣布袋鎮新岑里郭岑寮7號之26,05-3431484,,高中職以下,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,中安里,李　吉雄,里長,男,,(625)嘉義縣布袋鎮新民里新塭330號之10,05-3431244,,高中職以下,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,樹林里,王　翠雯,里長,女,,(625)嘉義縣布袋鎮復興里新塭330號之10,05-3431244,,高中職以下,,0,,
107年度村里長選舉,嘉義縣,布袋鎮,貴舍里,張　文香,里長,男,,(625)嘉義縣布袋鎮好美里虎尾寮114號之4,05-3431444,,高中職以下,,0,,
107年度村里長選舉,嘉義縣,大林鎮,東林里,陳　建安,里長,男,,(622)嘉義縣大林鎮平林里東榮街44號,05-2653707,,高中畢業,大林鎮東林里里長,9,,http://www.ilancity.gov.tw/
107年度村里長選舉,嘉義縣,大林鎮,西林里,黃　金潭,里長,男,,(622)嘉義縣大林鎮平林里東榮街44號,05-2653707,,二專畢,"大林國際青年商會2003年會長
大林生命線聯誼會2018副會長
大林國際青年商會2017.2018年OB特友會主席
大林民防中隊書記
嘉義縣後備憲兵荷松協會105.106年大林區聯絡主任",20,,
107年度村里長選舉,嘉義縣,大林鎮,吉林里,孫　美鳳,里長,女,,(622)嘉義縣大林鎮平林里東榮街44號,05-2653707,,大同商業專科學校畢業,"大林鎮吉林里里幹事
大林武聖宮功德會副會長
大林西羅壇副爐主
水上鄉成功國民小學幹事
國道公路警察局辦事員
高速公路泰山收費站收費員",15,,
107年度村里長選舉,嘉義縣,大林鎮,平林里,鄭　紹宗,里長,男,,(622)嘉義縣大林鎮平林里新興街112號,05-2651791,,雲林縣四湖鄉明德國小畢業,"四湖鄉溪尾三姓公委員
大林安霞宮委員
大林鎮義警義消顧問
大林鎮福德爺管理委員會主委
平林社區發展協會委員
歷任平林里第15.16.17.18.19及現任20屆里長",34,,
107年度村里長選舉,嘉義縣,大林鎮,明華里,江　志明,里長,男,,(622)嘉義縣大林鎮明華里下埤頭25號,05-2652204,,高職,"明華里18.19.20屆里長
明華社區發展協會理事長
大林義消顧問
大林義警顧問",19,,
107年度村里長選舉,嘉義縣,大林鎮,明和里,李　清課,里長,男,,(622)嘉義縣大林鎮明和里甘蔗崙72號,05-2653706,,國小畢業,"大林鎮農會第15.16.17.18屆會員代表
大林鎮明和社區發展協會常務監事",12,,
107年度村里長選舉,嘉義縣,大林鎮,排路里,張　文豊,里長,男,,(622)嘉義縣大林鎮排路里排仔路167號,05-2694274,,高工畢業,"民進黨陳水扁總統板橋仁翠里競選團隊副主任委員
板橋新埔國小-國中家長會委員
排路里五府千歲廟主任委員
排路社區發展協會理事長
排路里第20屆里長",12,,
107年度村里長選舉,嘉義縣,大林鎮,西結里,蔡　宜靜,里長,女,,(622)嘉義縣大林鎮西結里陳井寮81號,05-2694073,,"排路國小畢業
溪口國中夜間部畢業","大林農會家政班班長
第20屆西結里長",15,,
107年度村里長選舉,嘉義縣,大林鎮,湖北里,劉　章,里長,男,,(622)嘉義縣大林鎮湖北里湖北里5鄰23-6號,05-2652264,,無,"第19.20屆現任里長
現任農會小組長",11,,
107年度村里長選舉,嘉義縣,大林鎮,大糖里,蕭　淑芬,里長,女,,(622)嘉義縣大林鎮平林里東榮街44號,05-2653707,,高商畢業,"第19.20界大糖里長
嘉義縣婦宣顧問
大林國小國中家長會顧問",8,,
107年度村里長選舉,嘉義縣,大林鎮,大美里,簡　慶煌,里長,男,,(622)嘉義縣大林鎮大美里大美里1鄰33號,05-2952414,,大林初中畢業,"里長
大林農會理事長/常務監事/理事/代表",20,,
107年度村里長選舉,嘉義縣,大林鎮,過溪里,簡　溪河,里長,男,,(622)嘉義縣大林鎮過溪里過溪237號,05-2954431,,國中畢業,"第16屆鎮民代表
第17屆至20屆里長",15,,
107年度村里長選舉,嘉義縣,大林鎮,中坑里,劉　清源,里長,男,,(622)嘉義縣大林鎮中坑里沙崙176號,05-2952949,,國中畢業,"第15.16.18.19.20屆中坑里長
大林鎮調解委員會主席",22,,
107年度村里長選舉,嘉義縣,大林鎮,上林里,陳　煦湘,里長,男,,(622)嘉義縣大林鎮上林里頂員林44號,05-2652144,,國中畢業,里長,13,,
107年度村里長選舉,嘉義縣,大林鎮,中林里,林　勝立,里長,男,,(622)嘉義縣大林鎮中林里中林1號,05-2652515,,高工畢業,"現任中林里代理里長
中林義功安樂會現任會長
中林國小家長會會長",23,,
107年度村里長選舉,嘉義縣,大林鎮,三和里,簡　春山,里長,男,,(622)嘉義縣大林鎮三和里水碓44號,05-2653703,,高職畢業,"第17.18.19屆三和里里長
三和國小95.96.98年度家長委員會會長
後備指揮部發展委員三和發展協會二屆理事長
三和大美過溪聯合巡守隊創隊隊長
社區志工團隊創隊隊長
大美派所顧問",13,,
107年度村里長選舉,嘉義縣,大林鎮,溝背里,江　春源,里長,男,,(622)嘉義縣大林鎮溝背里溝背280號,05-2953704,,南華大學傳播管理學學士,"豐泰鞋業公司經理
盈蓁企業社負責人
溝背里鄰長",13,,
107年度村里長選舉,嘉義縣,大林鎮,義和里,簡　國坤,里長,男,,(622)嘉義縣大林鎮義和里義和5鄰35號,05-2953704,,國中畢,"現任大林鎮義和里里長
大林鎮義和社區發展協會理事長
嘉義縣警察局民雄分局警友會溝背站站長
曾任第17-19屆義和里里長",7,,http://www.ilancity.gov.tw/
107年度村里長選舉,嘉義縣,大林鎮,內林里,簡　和仁,里長,男,,(622)嘉義縣大林鎮內林里內林1鄰61號,05-2951145,,高中畢,"三和國小家長會長
警友會第八組副站長
金林寺管理委員會常務監事
內林里玄濟宮主任委員
第16屆至20屆內林里里長",10,,
107年度村里長選舉,嘉義縣,大林鎮,三角里,賴　忠義,里長,男,,(622)嘉義縣大林鎮三角里三角14鄰11-1號,05-2952964,,國中畢業,"三角里老人會會長
社團國小家長會長
第20屆三角里里長",9,,
107年度村里長選舉,嘉義縣,大林鎮,三村里,蘇　華佑,里長,男,,(622)嘉義縣大林鎮三村里湖子16-1號,05-2656375,,"大林國小
大林國中","大林鎮農會第16.17.18屆會員代表.第18屆理事
大林鎮三村里20屆里長",8,,
107年度村里長選舉,嘉義縣,民雄鄉,東榮村,張　金富,村長,男,,(621)嘉義縣民雄鄉東榮村4鄰中庄130號,05-2064739,無,專科,,26,,
107年度村里長選舉,嘉義縣,民雄鄉,中樂村,洪　源漳,村長,男,,(621)嘉義縣民雄鄉中樂村15鄰民族路43號,05-2262601,無,高中職,,26,,
107年度村里長選舉,嘉義縣,民雄鄉,西安村,江　源發,村長,男,,(621)嘉義縣民雄鄉中樂村15鄰民族路43號,05-2262601,無,高中職,,26,,
107年度村里長選舉,嘉義縣,民雄鄉,寮頂村,黃　玉蓮,村長,女,,(621)嘉義縣民雄鄉寮頂村1鄰頂寮59-3號,05-2268641,無,高中職以下,,24,,
107年度村里長選舉,嘉義縣,民雄鄉,福權村,賴　宥程,村長,男,,(621)嘉義縣民雄鄉福權村3鄰26號,05-2262701,無,高中職,,15,,
107年度村里長選舉,嘉義縣,民雄鄉,東湖村,呂　春木,村長,男,,(621)嘉義縣民雄鄉東湖村7鄰東勢湖174號,05-2266573,無,大學,,20,,
107年度村里長選舉,嘉義縣,民雄鄉,頂崙村,劉　育良,村長,男,中國國民黨,(621)嘉義縣民雄鄉頂崙村8鄰25-1號,05-2263748,無,高中職,,16,,
107年度村里長選舉,嘉義縣,民雄鄉,菁埔村,何　清鑫,村長,男,,(621)嘉義縣民雄鄉菁埔村9鄰菁埔137-1號,05-2268694,無,高中職,,16,,
107年度村里長選舉,嘉義縣,民雄鄉,中和村,何　石生,村長,男,,(621)嘉義縣民雄鄉中和村2鄰社溝38-1號,05-2265559,無,高中職,,8,,
107年度村里長選舉,嘉義縣,民雄鄉,平和村,許　水松,村長,男,,(621)嘉義縣民雄鄉平和村4鄰雙援15-2號,05-2264894,無,其他,,6,,
107年度村里長選舉,嘉義縣,民雄鄉,西昌村,張　家福,村長,男,,(621)嘉義縣民雄鄉西昌村6鄰竹子腳1-2號,05-2266645,無,大學,,7,,
107年度村里長選舉,嘉義縣,民雄鄉,豊收村,劉　萬重,村長,男,,(621)嘉義縣民雄鄉11鄰好收148-1號,05-2265862,無,專科,,23,,
107年度村里長選舉,嘉義縣,民雄鄉,三興村,莊　柏桐,村長,男,,(621)嘉義縣民雄鄉三興村陳厝寮37號,05-2720137,無,高中職,,10,,
107年度村里長選舉,嘉義縣,民雄鄉,東興村,張　永泉,村長,男,中國國民黨,(621)嘉義縣民雄鄉東興村3鄰28-1號,05-2721273,無,高中職以下,,9,,
107年度村里長選舉,嘉義縣,民雄鄉,鎮北村,劉　春養,村長,男,,(621)嘉義縣民雄鄉鎮北村7鄰24-2號,05-2262342,無,高中職以下,,8,,
107年度村里長選舉,嘉義縣,民雄鄉,興中村,姚　鋒鍾,村長,男,,(621)嘉義縣民雄鄉興中村12鄰29-3號,05-2213914,無,高中職,,14,,
107年度村里長選舉,嘉義縣,民雄鄉,興南村,金　宏癸,村長,男,,(621)嘉義縣民雄鄉興南村2鄰97號,05-2213335,無,高中職,,22,,
107年度村里長選舉,嘉義縣,民雄鄉,福興村,劉　文渠,村長,男,,(621)嘉義縣民雄鄉福興村6鄰60號,05-2215770,無,高中職以下,,12,,
107年度村里長選舉,嘉義縣,民雄鄉,文隆村,黃　琮壹,村長,男,,(621)嘉義縣民雄鄉文隆村10鄰47-7號,05-2264962,無,專科,,18,,
107年度村里長選舉,嘉義縣,民雄鄉,山中村,鄭　永欽,村長,男,,(621)嘉義縣民雄鄉山中村6鄰78號,05-2213344,無,其他,,30,,
107年度村里長選舉,嘉義縣,民雄鄉,中央村,劉　文明,村長,男,,(621)嘉義縣民雄鄉中央村12鄰77號,05-2263621,無,大學,,12,,
107年度村里長選舉,嘉義縣,民雄鄉,北斗村,謝　志宏,村長,男,,(621)嘉義縣民雄鄉北斗村3鄰19-4號,05-2214217,無,專科,,36,,
107年度村里長選舉,嘉義縣,民雄鄉,双福村,黃　福元,村長,男,,(621)嘉義縣民雄鄉双福村7鄰60號,05-2215524,無,高中職,,21,,
107年度村里長選舉,嘉義縣,民雄鄉,大崎村,陳　谷全,村長,男,,(621)嘉義縣民雄鄉大崎村大崎腳17號之5,05-2213540,無,高中職,,17,,
107年度村里長選舉,嘉義縣,民雄鄉,秀林村,林　平峯,村長,男,,(621)嘉義縣民雄鄉秀林村15鄰38-1號,05-2215600,無,專科,,24,,
107年度村里長選舉,嘉義縣,民雄鄉,松山村,周　炳立,村長,男,,(621)嘉義縣民雄鄉松山村12鄰43號,05-2721533,無,其他,,15,,
107年度村里長選舉,嘉義縣,民雄鄉,金興村,何　建明,村長,男,,(621)嘉義縣民雄鄉金興村頭橋1200號,05-2201420,無,高中職,,22,,
107年度村里長選舉,嘉義縣,民雄鄉,福樂村,簡　元煌,村長,男,,(621)嘉義縣民雄鄉福樂村31鄰新生一街1號,05-2201835,無,高中職以下,,39,,
107年度村里長選舉,嘉義縣,溪口鄉,溪東村,謝　　陸成,村長,男,,(623)嘉義縣溪口鄉溪東村18鄰中正路133號,05-2698421,無,嘉義縣立民雄國中畢業,第19屆村長、溪口鄉義顧問,22,,http://sikou.cyhg.gov.tw/
107年度村里長選舉,嘉義縣,溪口鄉,溪西村,陳　　獻仁,村長,男,,(623)嘉義縣溪口鄉溪西村1鄰民生街166號,05-2696106,無,民雄國立高級職業學校,溪西村第19屆村長,16,,http://sikou.cyhg.gov.tw/
107年度村里長選舉,嘉義縣,溪口鄉,溪北村,張　　躍達,村長,男,,(623)嘉義縣溪口鄉溪北村6鄰後港59號,05-2691083,無,北港農工畢業,農會代表、監事現任、現任溪口北極殿監事、後港北極殿主任委員,14,,http://sikou.cyhg.gov.tw/
107年度村里長選舉,嘉義縣,溪口鄉,游東村,邱　　茂森,村長,男,,(623)嘉義縣溪口鄉游東村10鄰游厝庄73號之1,05-2691081,無,溪口國中畢業,慈濟宮1、2屆委員、社區理事,14,,http://sikou.cyhg.gov.tw/
107年度村里長選舉,嘉義縣,溪口鄉,游西村,孫　　文章,村長,男,,(623)嘉義縣溪口鄉游西村2鄰潭肚寮56號之1,05-2691098,無,高農畢業,自耕農,11,,http://sikou.cyhg.gov.tw/
107年度村里長選舉,嘉義縣,溪口鄉,柴林村,王　　日生,村長,男,,(623)嘉義縣溪口鄉柴林村13鄰柴林腳25號之1,05-2695043,無,國小畢業,柴林村第17、19屆村長、溪口鄉農會代表,14,,http://sikou.cyhg.gov.tw/
107年度村里長選舉,嘉義縣,溪口鄉,林腳村,許　　彩鳳,村長,女,,(623)嘉義縣溪口鄉林腳村4鄰柴林腳42號之1,05-2694346,無,無,溪口鄉農會第16、17屆會員代表,16,,http://sikou.cyhg.gov.tw/
